,AV,GXIG,VALMT,SGOB,SN,LOIM,OREP,VOPA,SOGN,AXFO,AAL,OMVV,AHT,STMMI,CGCBV,AKZO,IBE,MNDI,TEL,UMG
21,"{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060694305545557325, 'eigenvector': 0.18675042828999913}","{'indegree': 3, 'outdegree': 12, 'pagerank': 0.03792706480955461, 'eigenvector': 0.236875344332144}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060694305545557325, 'eigenvector': 0.18675042828999913}","{'indegree': 0, 'outdegree': 17, 'pagerank': 0.033295337868863545, 'eigenvector': 0.2653652532401115}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060694305545557325, 'eigenvector': 0.18675042828999913}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060694305545557325, 'eigenvector': 0.18675042828999913}","{'indegree': 8, 'outdegree': 10, 'pagerank': 0.0517678034450314, 'eigenvector': 0.28234462868194826}","{'indegree': 0, 'outdegree': 17, 'pagerank': 0.033295337868863545, 'eigenvector': 0.2653652532401115}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060694305545557325, 'eigenvector': 0.18675042828999913}","{'indegree': 3, 'outdegree': 12, 'pagerank': 0.03792706480955461, 'eigenvector': 0.236875344332144}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060694305545557325, 'eigenvector': 0.18675042828999913}","{'indegree': 3, 'outdegree': 12, 'pagerank': 0.03792706480955461, 'eigenvector': 0.236875344332144}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060694305545557325, 'eigenvector': 0.18675042828999913}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060694305545557325, 'eigenvector': 0.18675042828999913}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060694305545557325, 'eigenvector': 0.18675042828999913}","{'indegree': 3, 'outdegree': 12, 'pagerank': 0.03792706480955461, 'eigenvector': 0.236875344332144}","{'indegree': 8, 'outdegree': 10, 'pagerank': 0.0517678034450314, 'eigenvector': 0.28234462868194826}","{'indegree': 0, 'outdegree': 17, 'pagerank': 0.033295337868863545, 'eigenvector': 0.2653652532401115}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.060694305545557325, 'eigenvector': 0.18675042828999913}","{'indegree': 3, 'outdegree': 12, 'pagerank': 0.03792706480955461, 'eigenvector': 0.236875344332144}"
22,"{'indegree': 0, 'outdegree': 14, 'pagerank': 0.031952204238595856, 'eigenvector': 0.22309615995499937}","{'indegree': 11, 'outdegree': 0, 'pagerank': 0.06392730706606807, 'eigenvector': 0.19381518955036858}","{'indegree': 11, 'outdegree': 0, 'pagerank': 0.06392730706606807, 'eigenvector': 0.19381518955036858}","{'indegree': 11, 'outdegree': 0, 'pagerank': 0.06392730706606807, 'eigenvector': 0.19381518955036858}","{'indegree': 11, 'outdegree': 0, 'pagerank': 0.06392730706606807, 'eigenvector': 0.19381518955036858}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.031952204238595856, 'eigenvector': 0.22309615995499937}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.031952204238595856, 'eigenvector': 0.22309615995499937}","{'indegree': 8, 'outdegree': 9, 'pagerank': 0.04924444996567098, 'eigenvector': 0.26279986534039534}","{'indegree': 11, 'outdegree': 0, 'pagerank': 0.06392730706606807, 'eigenvector': 0.19381518955036858}","{'indegree': 6, 'outdegree': 12, 'pagerank': 0.04260383053839974, 'eigenvector': 0.2793728364633922}","{'indegree': 6, 'outdegree': 12, 'pagerank': 0.04260383053839974, 'eigenvector': 0.2793728364633922}","{'indegree': 8, 'outdegree': 9, 'pagerank': 0.04924444996567098, 'eigenvector': 0.26279986534039534}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.031952204238595856, 'eigenvector': 0.22309615995499937}","{'indegree': 11, 'outdegree': 0, 'pagerank': 0.06392730706606807, 'eigenvector': 0.19381518955036858}","{'indegree': 11, 'outdegree': 0, 'pagerank': 0.06392730706606807, 'eigenvector': 0.19381518955036858}","{'indegree': 8, 'outdegree': 9, 'pagerank': 0.04924444996567098, 'eigenvector': 0.26279986534039534}","{'indegree': 11, 'outdegree': 0, 'pagerank': 0.06392730706606807, 'eigenvector': 0.19381518955036858}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.031952204238595856, 'eigenvector': 0.22309615995499937}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.031952204238595856, 'eigenvector': 0.22309615995499937}","{'indegree': 11, 'outdegree': 0, 'pagerank': 0.06392730706606807, 'eigenvector': 0.19381518955036858}"
23,"{'indegree': 13, 'outdegree': 5, 'pagerank': 0.06453810257522838, 'eigenvector': 0.26119346150944406}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 8, 'outdegree': 9, 'pagerank': 0.039856334373613175, 'eigenvector': 0.24667935130135457}","{'indegree': 8, 'outdegree': 9, 'pagerank': 0.039856334373613175, 'eigenvector': 0.24667935130135457}","{'indegree': 15, 'outdegree': 0, 'pagerank': 0.08776938461587816, 'eigenvector': 0.22200636142451247}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 15, 'outdegree': 0, 'pagerank': 0.08776938461587816, 'eigenvector': 0.22200636142451247}","{'indegree': 15, 'outdegree': 0, 'pagerank': 0.08776938461587816, 'eigenvector': 0.22200636142451247}","{'indegree': 11, 'outdegree': 7, 'pagerank': 0.0516510940002749, 'eigenvector': 0.26119346150944406}","{'indegree': 8, 'outdegree': 9, 'pagerank': 0.039856334373613175, 'eigenvector': 0.24667935130135457}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 15, 'outdegree': 0, 'pagerank': 0.08776938461587816, 'eigenvector': 0.22200636142451247}","{'indegree': 11, 'outdegree': 7, 'pagerank': 0.0516510940002749, 'eigenvector': 0.26119346150944406}","{'indegree': 13, 'outdegree': 5, 'pagerank': 0.06453810257522838, 'eigenvector': 0.26119346150944406}","{'indegree': 15, 'outdegree': 0, 'pagerank': 0.08776938461587816, 'eigenvector': 0.22200636142451247}"
24,"{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 2, 'outdegree': 16, 'pagerank': 0.04449264413931736, 'eigenvector': 0.3378261369834981}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 4, 'outdegree': 15, 'pagerank': 0.04884938367381691, 'eigenvector': 0.3674211013011858}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 0, 'outdegree': 18, 'pagerank': 0.040683847619562945, 'eigenvector': 0.3378261369834981}","{'indegree': 2, 'outdegree': 16, 'pagerank': 0.04449264413931736, 'eigenvector': 0.3378261369834981}","{'indegree': 0, 'outdegree': 18, 'pagerank': 0.040683847619562945, 'eigenvector': 0.3378261369834981}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}","{'indegree': 5, 'outdegree': 0, 'pagerank': 0.052053175520561525, 'eigenvector': 0.16502438991491544}"
25,"{'indegree': 0, 'outdegree': 15, 'pagerank': 0.03473656239148972, 'eigenvector': 0.24521141478820457}","{'indegree': 6, 'outdegree': 11, 'pagerank': 0.047268868595685354, 'eigenvector': 0.2760479157334133}","{'indegree': 5, 'outdegree': 14, 'pagerank': 0.04365600084167108, 'eigenvector': 0.31575583459057}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}","{'indegree': 6, 'outdegree': 11, 'pagerank': 0.047268868595685354, 'eigenvector': 0.2760479157334133}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}","{'indegree': 6, 'outdegree': 11, 'pagerank': 0.047268868595685354, 'eigenvector': 0.2760479157334133}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.03473656239148972, 'eigenvector': 0.24521141478820457}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.03473656239148972, 'eigenvector': 0.24521141478820457}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.03473656239148972, 'eigenvector': 0.24521141478820457}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.03473656239148972, 'eigenvector': 0.24521141478820457}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05825950740125673, 'eigenvector': 0.18366167212061996}"
26,"{'indegree': 0, 'outdegree': 12, 'pagerank': 0.03080858817879959, 'eigenvector': 0.2054813021315435}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06855477446965412, 'eigenvector': 0.20548130213154353}","{'indegree': 8, 'outdegree': 10, 'pagerank': 0.04681543081033044, 'eigenvector': 0.284797713995919}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06855477446965412, 'eigenvector': 0.20548130213154353}","{'indegree': 8, 'outdegree': 10, 'pagerank': 0.04681543081033044, 'eigenvector': 0.284797713995919}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.03080858817879959, 'eigenvector': 0.2054813021315435}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.03080858817879959, 'eigenvector': 0.2054813021315435}","{'indegree': 10, 'outdegree': 8, 'pagerank': 0.05573111859585473, 'eigenvector': 0.2847977139959191}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06855477446965412, 'eigenvector': 0.20548130213154353}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.03080858817879959, 'eigenvector': 0.2054813021315435}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.03080858817879959, 'eigenvector': 0.2054813021315435}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06855477446965412, 'eigenvector': 0.20548130213154353}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.03080858817879959, 'eigenvector': 0.2054813021315435}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06855477446965412, 'eigenvector': 0.20548130213154353}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06855477446965412, 'eigenvector': 0.20548130213154353}","{'indegree': 10, 'outdegree': 8, 'pagerank': 0.05573111859585473, 'eigenvector': 0.2847977139959191}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.03080858817879959, 'eigenvector': 0.2054813021315435}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06855477446965412, 'eigenvector': 0.20548130213154353}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.03080858817879959, 'eigenvector': 0.2054813021315435}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06855477446965412, 'eigenvector': 0.20548130213154353}"
27,"{'indegree': 13, 'outdegree': 5, 'pagerank': 0.06453810257522838, 'eigenvector': 0.26119346150944406}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 8, 'outdegree': 9, 'pagerank': 0.039856334373613175, 'eigenvector': 0.24667935130135457}","{'indegree': 8, 'outdegree': 9, 'pagerank': 0.039856334373613175, 'eigenvector': 0.24667935130135457}","{'indegree': 15, 'outdegree': 0, 'pagerank': 0.08776938461587816, 'eigenvector': 0.22200636142451247}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 15, 'outdegree': 0, 'pagerank': 0.08776938461587816, 'eigenvector': 0.22200636142451247}","{'indegree': 15, 'outdegree': 0, 'pagerank': 0.08776938461587816, 'eigenvector': 0.22200636142451247}","{'indegree': 11, 'outdegree': 7, 'pagerank': 0.0516510940002749, 'eigenvector': 0.26119346150944406}","{'indegree': 8, 'outdegree': 9, 'pagerank': 0.039856334373613175, 'eigenvector': 0.24667935130135457}","{'indegree': 0, 'outdegree': 12, 'pagerank': 0.02615071008109543, 'eigenvector': 0.1930432830412427}","{'indegree': 15, 'outdegree': 0, 'pagerank': 0.08776938461587816, 'eigenvector': 0.22200636142451247}","{'indegree': 11, 'outdegree': 7, 'pagerank': 0.0516510940002749, 'eigenvector': 0.26119346150944406}","{'indegree': 13, 'outdegree': 5, 'pagerank': 0.06453810257522838, 'eigenvector': 0.26119346150944406}","{'indegree': 15, 'outdegree': 0, 'pagerank': 0.08776938461587816, 'eigenvector': 0.22200636142451247}"
28,"{'indegree': 6, 'outdegree': 11, 'pagerank': 0.0465955519241766, 'eigenvector': 0.2760479157334133}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}","{'indegree': 6, 'outdegree': 11, 'pagerank': 0.0465955519241766, 'eigenvector': 0.2760479157334133}","{'indegree': 0, 'outdegree': 19, 'pagerank': 0.03486246941230321, 'eigenvector': 0.31575583459056994}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}","{'indegree': 1, 'outdegree': 14, 'pagerank': 0.036306486033125404, 'eigenvector': 0.24521141478820455}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}","{'indegree': 1, 'outdegree': 14, 'pagerank': 0.036306486033125404, 'eigenvector': 0.24521141478820455}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}","{'indegree': 6, 'outdegree': 11, 'pagerank': 0.0465955519241766, 'eigenvector': 0.2760479157334133}","{'indegree': 1, 'outdegree': 14, 'pagerank': 0.036306486033125404, 'eigenvector': 0.24521141478820455}","{'indegree': 1, 'outdegree': 14, 'pagerank': 0.036306486033125404, 'eigenvector': 0.24521141478820455}","{'indegree': 1, 'outdegree': 14, 'pagerank': 0.036306486033125404, 'eigenvector': 0.24521141478820455}","{'indegree': 9, 'outdegree': 0, 'pagerank': 0.05852894951359451, 'eigenvector': 0.18366167212061993}"
29,"{'indegree': 11, 'outdegree': 8, 'pagerank': 0.05684786440356324, 'eigenvector': 0.2857037345982209}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07270919182095527, 'eigenvector': 0.20624297279699524}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07270919182095527, 'eigenvector': 0.20624297279699524}","{'indegree': 6, 'outdegree': 9, 'pagerank': 0.03904410437865332, 'eigenvector': 0.22731663915262976}","{'indegree': 6, 'outdegree': 9, 'pagerank': 0.03904410437865332, 'eigenvector': 0.22731663915262976}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.029130832661471415, 'eigenvector': 0.21626732419933029}","{'indegree': 12, 'outdegree': 7, 'pagerank': 0.06418227498765507, 'eigenvector': 0.2857037345982209}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.029130832661471415, 'eigenvector': 0.21626732419933029}","{'indegree': 6, 'outdegree': 9, 'pagerank': 0.03904410437865332, 'eigenvector': 0.22731663915262976}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.029130832661471415, 'eigenvector': 0.21626732419933029}","{'indegree': 6, 'outdegree': 9, 'pagerank': 0.03904410437865332, 'eigenvector': 0.22731663915262976}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.029130832661471415, 'eigenvector': 0.21626732419933029}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.029130832661471415, 'eigenvector': 0.21626732419933029}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07270919182095527, 'eigenvector': 0.20624297279699524}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07270919182095527, 'eigenvector': 0.20624297279699524}","{'indegree': 0, 'outdegree': 14, 'pagerank': 0.029130832661471415, 'eigenvector': 0.21626732419933029}","{'indegree': 6, 'outdegree': 9, 'pagerank': 0.03904410437865332, 'eigenvector': 0.22731663915262976}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07270919182095527, 'eigenvector': 0.20624297279699524}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07270919182095527, 'eigenvector': 0.20624297279699524}","{'indegree': 13, 'outdegree': 0, 'pagerank': 0.07270919182095527, 'eigenvector': 0.20624297279699524}"
30,"{'indegree': 5, 'outdegree': 13, 'pagerank': 0.0474878388581539, 'eigenvector': 0.29686864291255344}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 3, 'outdegree': 15, 'pagerank': 0.042667277250998094, 'eigenvector': 0.29686864291255344}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 0, 'outdegree': 19, 'pagerank': 0.03743444964521307, 'eigenvector': 0.3189291480201933}","{'indegree': 1, 'outdegree': 17, 'pagerank': 0.038959655761852625, 'eigenvector': 0.2968686429125534}","{'indegree': 1, 'outdegree': 17, 'pagerank': 0.038959655761852625, 'eigenvector': 0.2968686429125534}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 3, 'outdegree': 15, 'pagerank': 0.042667277250998094, 'eigenvector': 0.29686864291255344}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 7, 'outdegree': 0, 'pagerank': 0.054179692816367475, 'eigenvector': 0.16859105087908086}","{'indegree': 5, 'outdegree': 13, 'pagerank': 0.0474878388581539, 'eigenvector': 0.29686864291255344}"
31,"{'indegree': 5, 'outdegree': 10, 'pagerank': 0.04274819251456221, 'eigenvector': 0.24051616297209683}","{'indegree': 5, 'outdegree': 10, 'pagerank': 0.04274819251456221, 'eigenvector': 0.24051616297209683}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06121964002957281, 'eigenvector': 0.18905534454992617}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06121964002957281, 'eigenvector': 0.18905534454992617}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06121964002957281, 'eigenvector': 0.18905534454992617}","{'indegree': 5, 'outdegree': 10, 'pagerank': 0.04274819251456221, 'eigenvector': 0.24051616297209683}","{'indegree': 0, 'outdegree': 16, 'pagerank': 0.033518217741146494, 'eigenvector': 0.2543634393095575}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06121964002957281, 'eigenvector': 0.18905534454992617}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06121964002957281, 'eigenvector': 0.18905534454992617}","{'indegree': 0, 'outdegree': 16, 'pagerank': 0.033518217741146494, 'eigenvector': 0.2543634393095575}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06121964002957281, 'eigenvector': 0.18905534454992617}","{'indegree': 0, 'outdegree': 16, 'pagerank': 0.033518217741146494, 'eigenvector': 0.2543634393095575}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06121964002957281, 'eigenvector': 0.18905534454992617}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06121964002957281, 'eigenvector': 0.18905534454992617}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06121964002957281, 'eigenvector': 0.18905534454992617}","{'indegree': 5, 'outdegree': 10, 'pagerank': 0.04274819251456221, 'eigenvector': 0.24051616297209683}","{'indegree': 0, 'outdegree': 16, 'pagerank': 0.033518217741146494, 'eigenvector': 0.2543634393095575}","{'indegree': 4, 'outdegree': 15, 'pagerank': 0.03998976616687488, 'eigenvector': 0.30746968417624204}","{'indegree': 5, 'outdegree': 10, 'pagerank': 0.04274819251456221, 'eigenvector': 0.24051616297209683}","{'indegree': 10, 'outdegree': 0, 'pagerank': 0.06121964002957281, 'eigenvector': 0.18905534454992617}"
32,"{'indegree': 7, 'outdegree': 9, 'pagerank': 0.04365858210634952, 'eigenvector': 0.23658919156893948}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06722352556027285, 'eigenvector': 0.19502811560393113}","{'indegree': 5, 'outdegree': 13, 'pagerank': 0.03822382943408119, 'eigenvector': 0.2648040045997099}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06722352556027285, 'eigenvector': 0.19502811560393113}","{'indegree': 11, 'outdegree': 8, 'pagerank': 0.059348672063809726, 'eigenvector': 0.2815950653326563}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.030356227232089465, 'eigenvector': 0.22462252255687573}","{'indegree': 7, 'outdegree': 9, 'pagerank': 0.04365858210634952, 'eigenvector': 0.23658919156893948}","{'indegree': 7, 'outdegree': 9, 'pagerank': 0.04365858210634952, 'eigenvector': 0.23658919156893948}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06722352556027285, 'eigenvector': 0.19502811560393113}","{'indegree': 7, 'outdegree': 9, 'pagerank': 0.04365858210634952, 'eigenvector': 0.23658919156893948}","{'indegree': 5, 'outdegree': 13, 'pagerank': 0.03822382943408119, 'eigenvector': 0.2648040045997099}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06722352556027285, 'eigenvector': 0.19502811560393113}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.030356227232089465, 'eigenvector': 0.22462252255687573}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06722352556027285, 'eigenvector': 0.19502811560393113}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06722352556027285, 'eigenvector': 0.19502811560393113}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.030356227232089465, 'eigenvector': 0.22462252255687573}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.030356227232089465, 'eigenvector': 0.22462252255687573}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06722352556027285, 'eigenvector': 0.19502811560393113}","{'indegree': 0, 'outdegree': 15, 'pagerank': 0.030356227232089465, 'eigenvector': 0.22462252255687573}","{'indegree': 12, 'outdegree': 0, 'pagerank': 0.06722352556027285, 'eigenvector': 0.19502811560393113}"
