date,prices,market_caps,total_volumes
2023-01-21,0.4186212575292837,0.0,2925.306523656059
2023-01-22,0.4186212575292837,0.0,2925.306523656059
2023-01-23,0.4225516722480649,0.0,1286.7502033441328
2023-01-24,0.4239918541537988,0.0,1291.1358311424956
2023-01-25,0.4544232936009272,0.0,3155.0439093950763
2023-01-26,0.4531534708262277,0.0,1073.4662582258857
2023-01-27,0.4594367466989743,0.0,1933.725622748764
2023-01-28,0.4587858264374443,0.0,48.20616978532726
2023-01-29,0.4564928492073978,0.0,1.1773665261418202
2023-01-30,0.4795797704461963,0.0,8084.8331258559265
2023-01-31,0.5231432202250151,0.0,9179.008978440786
2023-02-01,0.5394842315074283,0.0,479.1036756721376
2023-02-02,0.5401611905244008,0.0,54.31034765710588
2023-02-03,0.5366237046009558,0.0,79.47934790780621
2023-02-04,0.5516277497786329,0.0,1831.3217173727603
2023-02-05,0.5596308227751797,0.0,11.609225512349814
2023-02-06,0.5476111442975069,0.0,219.0444577190028
2023-02-07,0.5441999210532659,0.0,716.2040696148373
2023-02-08,0.5497471724039694,0.0,137.43679310099233
2023-02-09,0.5629901354912282,0.0,284.2896083811937
2023-02-10,0.5560333700773067,0.0,34.998775588901914
2023-02-11,0.5550637376014019,0.0,34.937743371675126
2023-02-12,0.5541525281525373,0.0,216.1194859794897
2023-02-13,0.5522189452101489,0.0,215.36538863195815
2023-02-14,0.5561556364011303,0.0,456.2361497965344
2023-02-15,0.5628680534116031,0.0,27.603675747188124
2023-02-16,0.5620605991131732,0.0,27.564077289788667
2023-02-17,0.5644911628326458,0.0,168.30318889119278
2023-02-18,0.5883051900918291,0.0,357.43979889521364
2023-02-19,0.5883466635756853,0.0,100.01893280786648
2023-02-20,0.5861824419164059,0.0,217.25392915538805
2023-02-21,0.5882468085035345,0.0,117.64936170070692
2023-02-22,0.6197436154503358,0.0,729.7495285499228
2023-02-23,0.6197436154503358,0.0,729.7495285499228
2023-02-24,0.6129595063976986,0.0,5344.218006892958
2023-02-25,0.5982278253398493,0.0,1413.30416428051
2023-02-27,0.594097149614346,0.0,110.27615029402196
2023-02-28,0.594097149614346,0.0,110.27615029402196
2023-03-01,0.5941887296586521,0.0,6532.616410012879
2023-03-02,0.6202220879841384,0.0,1900.9712759453555
2023-03-03,0.6267151005775669,0.0,5222.885180860593
2023-03-04,0.6165849412576266,0.0,878900.1038210372
2023-03-05,0.6369271582239064,0.0,703439.8938763265
