date,prices,market_caps,total_volumes
2022-03-15,0.0525229661385249,0.0,1874286.694819303
2022-03-16,0.0525229661385249,0.0,1874286.694819303
2022-03-17,0.0551795784219681,0.0,13319132.473918006
2022-03-18,0.0558560790864975,0.0,16013299.75498546
2022-03-19,0.0577482781207531,0.0,45279536.50321586
2022-03-20,0.0647211317461091,0.0,51179029.195757344
2022-03-21,0.0527381865186794,0.0,30453556.27125607
2022-03-22,0.0569908153918286,0.0,38856214.90243216
2022-03-23,0.0624732593120107,0.0,42105521.65814628
2022-03-24,0.0644471906571172,0.0,36970862.84905671
2022-03-25,0.0682493822320882,0.0,34260848.82899116
2022-03-26,0.0711199011325281,0.0,37519980.666856624
2022-03-27,0.0721826293410271,0.0,35531955.83382187
2022-03-28,0.0740451761563009,0.0,37034435.521019325
2022-03-29,0.0731103985604011,0.0,37616023.49862652
2022-03-30,0.0755812956402419,0.0,38061707.0016811
2022-03-31,0.0768555710443399,0.0,41648888.68742424
2022-04-01,0.0840404422652332,0.0,48636943.08583521
2022-04-02,0.076036819566034,0.0,56208902.33342645
2022-04-03,0.0872420196035978,0.0,108342971.95253135
2022-04-04,0.0888146910043575,0.0,102269677.88164024
2022-04-05,0.0822333293083342,0.0,59107862.76915058
2022-04-06,0.0783194725307447,0.0,49095743.469812736
2022-04-07,0.0864240214011868,0.0,81998477.78863998
2022-04-08,0.0863717164138063,0.0,135688289.98993888
2022-04-09,0.0939470126869763,0.0,158294244.65832004
2022-04-10,0.1044932025267202,0.0,167857495.56249568
2022-04-11,0.1046704192752734,0.0,258093422.05376056
2022-04-12,0.0951744134560346,1487721254.5128877,168715438.2163239
2022-04-13,0.0973884849850814,1628625397.9396305,118788404.71635436
2022-04-14,0.1041460398240927,1741201438.3419275,129591112.34789696
2022-04-15,0.101159637311728,1701800174.1629062,164821666.1440205
2022-04-16,0.099417108844133,1665580392.6327171,213101348.46564376
2022-04-17,0.1013903277100991,1701834520.620075,183134290.47358063
2022-04-18,0.112540911976117,1879934759.416493,179835525.574484
2022-04-19,0.106061700418588,1776483623.395212,222250330.89319345
2022-04-20,0.1114149816008752,1867024532.6876347,188362385.6143686
2022-04-21,0.1039938306973746,1741297126.3433106,162880884.98687333
2022-04-22,0.0996960779906609,1664790387.016332,150085085.9855558
2022-04-23,0.09912060808341,1669598704.9888065,105567537.92819776
2022-04-24,0.0995868552754075,1691810175.9621627,112925193.31798248
2022-04-25,0.0947643947975366,1613235866.0127952,91654400.27431728
2022-04-26,0.0946371071730168,1606021025.259327,86085118.32837068
2022-04-27,0.0838509450072572,1418860151.2883985,70212918.40796159
2022-04-28,0.0927777310171923,1558760115.3087213,75354536.30577162
2022-04-29,0.0869186555949447,1474901995.1203103,67188341.03245485
2022-04-30,0.0862715618762478,1465933607.8366885,69882200.77228075
2022-05-01,0.0836032719016876,1410520899.7180934,100586236.441375
2022-05-02,0.0800054189209184,1356189173.685784,101064116.2018942
2022-05-03,0.0825065710515446,1386581197.096954,73515302.92675544
2022-05-04,0.0848532453839771,1439346859.4428318,73595255.1853105
2022-05-05,0.0885430912143925,1502903727.209941,97844524.33094344
2022-05-06,0.0792406577413976,1338650912.3524542,187489610.14385337
2022-05-07,0.0824041094657703,1395047559.3248255,154948723.81442678
2022-05-08,0.0853031981486981,1449781987.721205,151390719.93433627
2022-05-09,0.0803985433337514,1365374671.144987,215536451.2291214
2022-05-10,0.0762857191070405,1293907289.9546013,156278909.32674038
2022-05-11,0.0858406021234341,1437250426.379603,144118767.25544694
2022-05-12,0.0730171553877155,1240215035.0362864,150804163.1353057
2022-05-13,0.0810201569672351,1373798068.404836,174090834.6221895
2022-05-14,0.0864327143819785,1466677997.284061,191088705.6225027
2022-05-15,0.0935940825236308,1580381838.1561365,184499209.890103
2022-05-16,0.0980373419592617,1653293871.5004787,173648107.58625484
2022-05-17,0.1031471525192609,1750805560.5997252,194827073.50315976
2022-05-18,0.0919900471467966,1559940110.294667,205680226.94998863
2022-05-19,0.0953035806315263,1617871020.8024158,421921393.1891302
2022-05-20,0.0862354232653347,1467054612.2898042,93318375.03917515
2022-05-21,0.0905241101471687,1534365692.8032093,61991485.84166842
2022-05-22,0.0905667022174349,1537133756.382207,85099687.77649938
2022-05-23,0.0971752089658078,1647751336.6526153,55264338.58214018
2022-05-24,0.0967691652671937,1645099075.8651164,99634035.376611
2022-05-25,0.0982787389099161,1661845310.757239,69947342.70440678
2022-05-26,0.1044433197390225,1769470082.5050497,82825970.59971087
2022-05-27,0.1256907994194381,2131269822.9584827,144530333.33637437
2022-05-28,0.1774255808676042,3010151402.8543134,672311764.0765816
2022-05-29,0.1705235555278548,2906929369.7338424,196139702.48852
2022-05-30,0.173026972937555,2933619122.10325,208706226.8401534
2022-05-31,0.1738097214388784,2948395785.3522468,62555189.62672639
2022-06-01,0.1738436347493677,2944492593.4279885,46024459.00003918
2022-06-02,0.1816496318470525,3087180921.20418,38238575.13593376
2022-06-03,0.1685138989747399,2863928552.770376,38519128.92818071
2022-06-04,0.1752179368770333,2973718106.347039,56231727.78142144
2022-06-05,0.152306635703715,2590098319.414872,32118860.65167021
2022-06-06,0.1634547109901407,2774248956.2944684,94086671.95994468
2022-06-07,0.1593511988645556,2702302790.7279115,88007140.88612516
2022-06-08,0.1613735756345982,2731535939.0490947,86158373.4169914
2022-06-09,0.1619414332514981,3473152652.6001773,141803273.1179999
2022-06-10,0.1607624259794314,3452896291.813603,190996027.09288105
2022-06-11,0.1555270414553994,3359949062.7827888,105424872.64313696
2022-06-12,0.1470390646396958,3160678737.899198,175802257.5974691
2022-06-13,0.1464804960476074,3143053856.716448,108091924.26996718
2022-06-14,0.1335568127959049,2867254943.414341,191649996.58197573
2022-06-15,0.0876311716602904,1889005527.3903308,846917283.5989289
2022-06-16,0.0846418225148672,1817239267.735218,330836233.23658735
2022-06-17,0.0869363627027445,1873218684.676871,93503045.06077734
2022-06-18,0.0890367951873939,1907454622.790377,136502785.35452276
2022-06-19,0.0799958887753907,1712314742.0614233,78509635.91991274
2022-06-20,0.0840553269624996,1807594052.015652,19866121.01747417
2022-06-21,0.082687777663935,1770145733.6460297,18610618.874488752
2022-06-22,0.0924377306202096,1984508085.5225165,32026776.819910485
2022-06-23,0.0876337285489765,1886358559.9831867,21052343.111773785
2022-06-24,0.0861348469217518,1849266031.3116643,7971789.443647088
2022-06-25,0.0905817861725765,1930631696.13876,7112099.568899426
2022-06-26,0.0860117043400897,1849291356.451868,4020041.135890611
2022-06-27,0.0842916625057551,1813445797.309204,8912841.73168125
2022-06-28,0.0891242057885059,1906296015.984027,22336006.837125786
2022-06-29,0.0892083262127191,1910520770.3763664,25266254.93223184
2022-06-30,0.0868568951625984,1867965617.2194464,33627179.73810205
2022-07-01,0.0846050305883084,1847628874.491016,40160452.76709304
2022-07-02,0.086895914353782,1864054337.266942,39627825.36182188
2022-07-03,0.085189707944575,1833430316.0625253,13042784.772920728
2022-07-04,0.0847238501084656,1821174437.6830635,14101940.944089184
2022-07-05,0.0869975825831432,1833645842.5869815,17893400.91124957
2022-07-06,0.0856156931570249,1835805999.690755,19067556.00660596
2022-07-07,0.088497124031191,1900979358.375745,27995625.78982264
2022-07-08,0.0886803548540866,1881198759.310069,29826715.772761345
2022-07-09,0.0964907025716045,2071715803.0034156,62033460.4985777
2022-07-10,0.1040333854141558,2228893424.051858,114182471.48736398
2022-07-11,0.1013553464644738,2177751115.437316,25816458.340947464
2022-07-12,0.0968591740814531,2076208805.424129,26706211.439610068
2022-07-13,0.0964753117441923,2095434328.847398,30093346.238380533
2022-07-14,0.0943328489171666,2029816386.1620083,21588446.125158988
2022-07-15,0.0942946097452458,2025128224.6995776,13204265.63656312
2022-07-16,0.0939660109497669,2012927254.0876813,12754523.29577996
2022-07-17,0.0935752292639088,2009239805.7808144,5075065.971873047
2022-07-18,0.0905822159816914,1946821569.9777813,20401920.66042849
2022-07-19,0.089327530544617,1886474876.4358768,24519499.058579437
2022-07-20,0.0882005478429289,1906741174.0694733,34295741.558232434
2022-07-21,0.0903078357804345,1938567730.9330275,35517806.1969814
2022-07-22,0.0939121363935111,2021628547.323562,42900009.15114174
2022-07-23,0.0894376028588992,1916856683.5886068,16069097.00811296
2022-07-24,0.0970345192937318,2083985461.832269,32393750.49071772
2022-07-25,0.0955675665478764,2052800817.284848,10861494.378488466
2022-07-26,0.0931282601887688,1996574611.9901872,20483814.687063925
2022-07-27,0.0899188800328644,1934268586.395976,42442718.30412428
2022-07-28,0.0956813566067952,2051655709.1883948,21519622.210081656
2022-07-29,0.0943985763035855,2031627993.9190323,35979322.96827625
2022-07-30,0.0938581472914393,2014814128.25424,68076853.99140467
2022-07-31,0.0903791573907903,1940145723.5896668,39143643.69469428
2022-08-01,0.0957022729792548,2041048433.2343824,63977367.06438234
2022-08-02,0.0924600355687272,1986134693.2707667,55042683.43445997
2022-08-03,0.0903355398290875,1935085613.050326,56622440.95808471
2022-08-04,0.0878693442090323,1889983668.64849,8650798.513800882
2022-08-05,0.0854626321931806,1824614776.8357656,13070113.441318164
2022-08-06,0.0865360759014084,1859930070.7467043,71715298.58346343
2022-08-07,0.0865808506624732,1855478384.3833537,78264573.07123886
2022-08-08,0.0851873697655998,1830174596.6458185,71939099.71162866
2022-08-09,0.0862144735268043,1852313869.5110955,42977222.25368413
2022-08-10,0.0896586282397952,1927787146.605217,24569973.67954929
2022-08-11,0.0896264714200406,1926276957.2222972,10821350.613822456
2022-08-12,0.0873155998186365,1876067814.6700068,45102669.59619254
2022-08-13,0.0870118945117183,1873260054.243065,13403495.265268406
2022-08-14,0.0872172703358013,1875411289.338209,33984059.86414605
2022-08-15,0.085753791824526,1839815463.348605,31001595.10279959
2022-08-16,0.084111046421603,1810645191.5938036,14253754.865662102
2022-08-17,0.0857736240025197,1843675619.903216,19760369.385222256
2022-08-18,0.0836043715831459,1785977299.7595568,11679839.245158518
2022-08-19,0.0832880585806843,1783797938.4421484,21280055.553768616
2022-08-20,0.087967120132036,1885061159.1711316,32211667.23549742
2022-08-21,0.0919985233434077,1978104735.7028327,41021644.031182125
2022-08-22,0.0915766164681789,1967382399.1164904,31739761.669179782
2022-08-23,0.0873328985274692,1874203180.7972555,25096031.71625154
2022-08-24,0.0853257213472174,1833965178.5162785,31584514.12306771
2022-08-25,0.0843847797821584,1813863923.461855,29555322.982146256
2022-08-26,0.0842510468312292,1813871392.464926,34376663.40300577
2022-08-27,0.0858146341931185,1840811642.7969532,31773204.72410708
2022-08-28,0.0861847798333035,1852038258.2040856,26390451.865770303
2022-08-29,0.0879417354937289,1872243728.788136,22274721.49931128
2022-08-30,0.0847433045307787,1811231002.728505,14014368.832903722
2022-08-31,0.082138541464669,1767706796.8705266,4748988.89268312
2022-09-01,0.082331498644066,1770505474.3753543,5675502.574105826
2022-09-02,0.0806073571539166,1728700060.061112,5084423.314176961
2022-09-03,0.0801809516861662,1722195696.0887008,8024504.50657672
2022-09-04,0.0774458184100458,1670041649.8320143,3668052.4489044026
2022-09-05,0.0781943780733285,1678323845.5229108,3689459.316099869
2022-09-06,0.0755676404624567,1621132905.6348076,5915821.609620264
2022-09-07,0.0738137582676111,1584285698.4030278,5347412.661934478
2022-09-08,0.0711963135105945,1529701642.9950612,5679709.339423915
2022-09-09,0.0676709948904173,1453207457.0084038,9155844.421572236
2022-09-10,0.0722230451518795,1556570215.8342495,33080778.441597205
2022-09-11,0.0727488228627027,1551719766.033819,11751459.457619611
2022-09-12,0.0748380883312935,1609200364.247406,6055148.502409837
2022-09-13,0.0742545858880156,1598257489.7252438,7456531.653714643
2022-09-14,0.0689597132959995,1483029365.9469452,7700929.029390049
2022-09-15,0.0682377952506713,1462843790.536978,1142032.4140169772
2022-09-16,0.0671642128260064,1443353579.866904,24993094.44970482
2022-09-17,0.0652613434585117,1404598982.4938557,9696618.125098372
2022-09-18,0.0640455177497059,1374357374.7416973,9286212.078076396
2022-09-19,0.0643144693528565,1382870350.9277914,13813661.08382718
2022-09-20,0.0629004614018113,1347961578.3488884,12814974.10395342
2022-09-21,0.0638626385906633,1375492266.900989,19334768.53045916
2022-09-22,0.0673119238864503,1446458516.632591,28588781.64051692
2022-09-23,0.0752270000319544,1613775579.289228,23051468.277308397
2022-09-24,0.078526438966183,1680344199.746181,15388477.439972756
2022-09-25,0.0777062690304876,1667990021.150655,13892055.228190502
2022-09-26,0.0754885347071966,1619176129.9090848,18422617.17818591
2022-09-27,0.0733218797997001,1576040322.1208928,11813779.717527851
2022-09-28,0.0721886553310613,1551958557.7594423,24594909.426848076
2022-09-29,0.0743368551583216,1596959198.332297,28983205.066589773
2022-09-30,0.0740743737319881,1595771487.8558743,15825771.108818986
2022-10-01,0.0741949044173033,1592587558.6527784,5695279.642701992
