date,prices,market_caps,total_volumes
2018-07-27,0.0249162673896645,1317938663.715428,96898960.97529562
2018-07-28,0.0249779249317363,1321200021.3391511,43032415.08667307
2018-07-29,0.0256673551363029,1357667230.0234077,17920358.67235763
2018-07-30,0.0263716012847697,1394918123.719547,23546782.783747043
2018-07-31,0.025332625478507,1339961802.8419468,27437287.22161017
2018-08-01,0.0232838539760311,1231592634.4587526,34723954.01075042
2018-08-02,0.020059233509948,1061027279.640724,30769837.827622864
2018-08-03,0.0174724619127173,924200753.8664268,22597732.415081643
2018-08-04,0.0152987426825455,809222512.0334016,46681118.87848731
2018-08-05,0.0133405157083602,705642669.9467865,25566740.35210875
2018-08-06,0.0140488074248806,743107552.7798704,19753155.306493487
2018-08-07,0.0133859133409888,708043964.4242743,16584095.932302335
2018-08-08,0.0128887252163695,681745344.2365725,17481486.218625534
2018-08-09,0.0108382505789349,573286089.028712,20289367.884776037
2018-08-10,0.0116173075060609,614494076.9442939,28101168.57535608
2018-08-11,0.0097050347400963,513344969.2380487,35445681.84125796
2018-08-12,0.0090874477103371,480677884.236927,12897115.830883311
2018-08-13,0.0091568917434526,484351106.0231613,8908647.886996776
2018-08-14,0.0071951278889137,380584181.6864639,16157913.794806436
2018-08-15,0.0076932369596071,406931515.04693747,24699453.169894975
2018-08-16,0.0079039099133743,418918451.77297235,22273073.663321465
2018-08-17,0.0112394904301839,594509553.4070036,55073947.796438426
2018-08-18,0.0149715778279848,791819149.8284956,104835669.1392659
2018-08-19,0.0127397623479487,673894682.1526117,53087229.43688762
2018-08-20,0.0143101128897045,756929228.7855802,40172643.63791085
2018-08-21,0.0133102757326721,704043135.292346,38722239.51145625
2018-08-22,0.0154932992421574,819513524.2537291,52672634.2532172
2018-08-23,0.0138269765270771,731400286.9496061,65408868.52929903
2018-08-24,0.0147044148597441,777805597.7839797,32606809.19178945
2018-08-25,0.0145159038002773,767814478.7085955,19888929.868103504
2018-08-26,0.015412980328837,815305584.297623,24953188.353791513
2018-08-27,0.01525678239644,800255359.8135464,20656010.574389193
2018-08-28,0.017990563159297,954640097.2029588,58073451.07539775
