date,bitcoin,dogecoin,stellar,ripple,litecoin,tether,ethereum,bitcoin-cash,binancecoin,cardano,tron,chainlink,weth,usd-coin
2019-02-28 00:00:00+00:00,0.09785893150325432,0.019506338524457406,-0.014794646248708894,-0.030257343955842144,0.3497393905982732,0.0007185864087762207,0.21950500370716988,0.10840731592346667,0.47023680342989593,0.08758801575013107,-0.12410358390143582,0.012762334153305967,0.22245962911861364,-0.0007266502577061066
2019-03-31 00:00:00+00:00,0.07341174005221061,0.052938822787335575,0.2464319580086766,0.001745043722649275,0.2926582708523565,-0.00016601137742581497,0.053703093750759164,0.2419204805689605,0.5384616642517996,0.512305160980063,-0.02801247330891163,0.14634561383186923,0.06515501103165001,-0.002614420818967157
2019-04-30 00:00:00+00:00,0.2366843885383086,0.1674258714715342,-0.11826785836148541,-0.06369567596588904,0.10614122472180165,-0.006711193368686159,0.07960899379232221,0.33367931363091535,0.2486208976927184,-0.11108210474618888,-0.02502985644187323,-0.1417166903218542,0.09302236558304047,0.008867771394116496
2019-05-31 00:00:00+00:00,0.4689553201839113,0.28412339037840184,0.30421380127714254,0.3715566721546175,0.4799285684457575,0.008562551736700626,0.5052685256685501,0.5993301288914253,0.3868466707750965,0.2784736189660319,0.32534551511394,0.8569867562119793,0.47538131213695944,-0.010766369869785537
2019-06-30 00:00:00+00:00,0.3650501718905952,0.03874941244890754,-0.11426291346467383,0.01370993714717267,0.21024278787114636,-0.001907606507007166,0.230046191892424,0.04388174131507912,0.11324594656442279,0.06344507809066333,0.11719465469330151,1.323202529779998,0.23261727969297014,0.0009328741929546785
2019-07-31 00:00:00+00:00,-0.22414708631617272,-0.19793114388959887,-0.3265693662109743,-0.30206967843976484,-0.3958604250511809,-0.00022798262359911275,-0.4273668608816971,-0.33367422923053225,-0.28634967259327265,-0.41334519046610874,-0.4702149314268159,-0.6005539989573582,-0.4256404408728612,-0.004726516914514925
2019-08-31 00:00:00+00:00,0.002145388310283262,-0.12360333706757866,-0.2944419189980465,-0.21445028140015993,-0.3378528604727527,0.0019836363425233985,-0.21747222754563308,-0.12764199769112491,-0.1853825625987083,-0.2893633451573276,-0.3460009170977984,-0.1451467186368818,-0.22265063811704008,0.0022946603783107057
2019-09-30 00:00:00+00:00,-0.17315834963186044,-0.09761513292240427,-0.07013738030416913,-0.06539811949100865,-0.17695231466399633,-0.0013289874371471661,0.006020737451889351,-0.24818581264557388,-0.374965286752807,-0.18256677462227155,-0.1596324457113688,-0.05428751247953647,0.010256152497475423,0.0006463114221831294
2019-10-31 00:00:00+00:00,0.12868472394864203,0.15200669233605335,0.11071365451883895,0.20795794935777626,0.07238516702325525,6.827981091035159e-05,0.07624662067494338,0.2816471035827326,0.2720644614669237,0.11198802779223602,0.4088032334655272,0.42259363330566224,0.11572151652684179,-0.0009412425043504214
2019-11-30 00:00:00+00:00,-0.17221527327454933,-0.0949168199450068,-0.08938364263009771,-0.25278076382067316,-0.17586814271942433,-0.0007509390070981376,-0.17160770829544233,-0.256225587063457,-0.21458159867477475,-0.013609942487814903,-0.21647406164658578,-0.10953331128051103,-0.21685409977320017,0.0013726780143317294
2019-12-31 00:00:00+00:00,-0.06424595918393099,-0.148007367873583,-0.25961653336859525,-0.1710727546260657,-0.13697596325881745,-0.0013642095588867677,-0.15989018611061825,-0.07184879985515792,-0.15374551859471358,-0.20933639651219,-0.1928077635883746,-0.2504549419581284,-0.15607257122633206,0.0011331352488566453
2020-01-31 00:00:00+00:00,0.272642939204957,0.1723753896071289,0.3211350052238541,0.22855083396321055,0.4759186558140432,0.0018368947160671124,0.34015595466141424,0.6353536573680495,0.29324543961674115,0.5144083903564383,0.38042019067025407,0.4701362066784522,0.35310421948383885,0.006104477050543978
2020-02-29 00:00:00+00:00,-0.08701022330079514,-0.052215418920516586,-0.07061105946373761,-0.02329862202450765,-0.12589165007250444,-4.885521901183041e-05,0.20917735232429596,-0.2202020565692168,0.020956873922241978,-0.13276232685857353,-0.13178652757340428,0.3650280162054695,0.19551402830468517,-0.01015095129816333
2020-03-31 00:00:00+00:00,-0.30852447455987114,-0.24493765542774928,-0.38316543763530475,-0.3274994770794624,-0.4329388520710782,0.0028871398219755748,-0.54249844987408,-0.35830095002839435,-0.4424303165320564,-0.49179067322029374,-0.3969752289472941,-0.6706501783892509,-0.548367345841432,-0.0010956837287105447
2020-04-30 00:00:00+00:00,0.31162827105521224,0.34772406165472475,0.5906665686022183,0.27935813191843695,0.22391188704798262,-0.005443840994058999,0.48763069259086916,0.15532657931175314,0.35579478370515943,0.5426678280338783,0.3500271380571556,0.5952582085137261,0.49329628225920363,0.0052441753235156425
2020-05-31 00:00:00+00:00,0.09985676096436848,0.018199391974881036,0.007183880502176579,-0.09387910569994995,-0.023250032853649696,0.004114188919216821,0.11868194487070512,-0.024070153934760797,0.019715864288993926,0.37831497636748657,-0.0006129422110909552,0.06840320138236314,0.11878834170510759,0.0002399431891097495
2020-06-30 00:00:00+00:00,-0.05068386972035971,-0.12031025632785076,-0.10652148351043021,-0.1472644065867262,-0.12911660956849594,-0.0014352938126313472,-0.06161867382226492,-0.11044103317350822,-0.13653994017794685,0.10866401830247732,-0.005019110093041444,0.10195927707686692,-0.06370136396615363,-0.0015682009527663724
2020-07-31 00:00:00+00:00,0.19082329376169815,0.3374301420411955,0.393047031701046,0.3191197110646157,0.3094690925936935,0.0005919360924801205,0.3831121582850008,0.26181266056903885,0.2580188545890885,0.5198738779925012,0.17297631601226926,0.47824690748335436,0.3863123264733363,-0.0024253590097541504
